ticket_id,created_at,category,priority,channel,assigned_team,agent,current_stage,status,first_response_hours,waiting_hours,resolution_hours,queue_age_hours,sla_hours,sla_breach,customer_satisfaction
TKT-00162,2025-01-02 10:58:15.406720336,Feature Request,Low,Phone,Tier 2,T2-Agent-10,Resolved,Resolved,6.11,0.65,26.41,0.65,72,False,4.34
TKT-00163,2025-01-02 11:11:17.365768288,Technical Issue,Medium,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,7.79,17.13,62.8,17.13,48,True,2.53
TKT-00164,2025-01-02 11:24:19.324816240,Technical Issue,High,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,13.91,31.55,64.0,31.55,24,True,2.76
TKT-00165,2025-01-02 11:37:21.283864193,Product Question,Medium,Chat,Tier 1,T1-Agent-03,Resolved,Resolved,5.8,2.2,6.51,2.2,48,False,4.57
TKT-00166,2025-01-02 11:50:23.242912145,Account & Access,High,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,4.13,3.81,15.4,3.81,24,False,4.47
TKT-00167,2025-01-02 12:03:25.201960098,Bug Report,Low,Email,Tier 3,T3-Agent-01,Triage,Open,2.33,22.81,34.55,31.16,72,False,3.86
TKT-00168,2025-01-02 12:16:27.161008050,Bug Report,Medium,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,14.68,30.99,58.12,30.99,48,True,2.52
TKT-00169,2025-01-02 12:29:29.120056002,Account & Access,Medium,Phone,Tier 1,T1-Agent-08,Resolved,Resolved,1.66,2.15,6.17,2.15,48,False,4.27
TKT-00170,2025-01-02 12:42:31.079103955,Security,High,Email,Tier 3,T3-Agent-04,Resolved,Resolved,3.04,9.09,188.62,9.09,24,True,1.0
TKT-00171,2025-01-02 12:55:33.038151907,Account & Access,Medium,Email,Tier 1,T1-Agent-09,Resolved,Resolved,3.59,2.07,7.13,2.07,48,False,3.98
TKT-00172,2025-01-02 13:08:34.997199859,Product Question,High,Email,Tier 1,T1-Agent-04,Resolved,Resolved,1.14,1.62,13.48,1.62,24,False,4.9
TKT-00173,2025-01-02 13:21:36.956247812,Account & Access,Medium,Chat,Tier 1,T1-Agent-07,Resolved,Resolved,1.35,5.43,12.88,5.43,48,False,4.74
TKT-00174,2025-01-02 13:34:38.915295764,Feature Request,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,15.19,3.37,10.52,3.37,48,False,4.12
TKT-00175,2025-01-02 13:47:40.874343717,Technical Issue,High,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,2.0,13.64,60.99,13.64,24,True,3.51
TKT-00176,2025-01-02 14:00:42.833391669,Technical Issue,Critical,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,9.78,246.7,280.45,246.7,8,True,1.0
TKT-00177,2025-01-02 14:13:44.792439621,Billing,Medium,Web Form,Tier 1,T1-Agent-03,Resolved,Resolved,0.54,4.95,8.54,4.95,48,False,4.83
TKT-00178,2025-01-02 14:26:46.751487574,Security,Critical,Email,Tier 3,T3-Agent-06,Resolved,Resolved,6.63,19.5,135.13,19.5,8,True,1.36
TKT-00179,2025-01-02 14:39:48.710535526,Feature Request,Medium,Web Form,Tier 2,T2-Agent-03,Resolved,Resolved,3.19,13.73,20.68,13.73,48,False,4.71
TKT-00180,2025-01-02 14:52:50.669583479,Integration/API,High,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,12.36,40.82,82.89,40.82,24,True,2.59
TKT-00181,2025-01-02 15:05:52.628631431,Feature Request,Low,Chat,Tier 3,T3-Agent-06,Waiting for Agent,Open,10.34,22.14,62.79,29.02,72,False,3.33
TKT-00182,2025-01-02 15:18:54.587679383,Feature Request,Medium,Email,Tier 2,T2-Agent-04,Resolved,Resolved,7.35,4.39,34.07,4.39,48,False,4.48
TKT-00183,2025-01-02 15:31:56.546727336,Product Question,High,Phone,Tier 1,T1-Agent-15,Resolved,Resolved,3.88,4.21,26.35,4.21,24,True,3.49
TKT-00184,2025-01-02 15:44:58.505775288,Account & Access,High,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,0.91,1.61,6.3,1.61,24,False,4.44
TKT-00185,2025-01-02 15:58:00.464823241,Bug Report,Medium,Email,Tier 3,T3-Agent-01,Waiting for Agent,Open,11.71,7.24,63.03,31.49,48,True,3.51
TKT-00186,2025-01-02 16:11:02.423871193,Integration/API,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,18.04,62.36,187.74,62.36,24,True,1.0
TKT-00187,2025-01-02 16:24:04.382919145,Account & Access,Low,Phone,Tier 1,T1-Agent-14,Resolved,Resolved,1.47,0.68,21.66,0.68,72,False,4.26
TKT-00188,2025-01-02 16:37:06.341967098,Technical Issue,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,7.09,16.84,80.14,16.84,24,True,2.97
TKT-00189,2025-01-02 16:50:08.301015050,Integration/API,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,9.46,155.0,245.42,155.0,24,True,1.0
TKT-00190,2025-01-02 17:03:10.260063003,Account & Access,Medium,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,0.96,3.92,10.77,3.92,48,False,5.0
TKT-00191,2025-01-02 17:16:12.219110955,Feature Request,Medium,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,10.32,49.12,52.73,49.12,48,True,2.88
TKT-00192,2025-01-02 17:29:14.178158907,Account & Access,Medium,Chat,Tier 1,T1-Agent-13,Resolved,Resolved,2.56,1.17,10.58,1.17,48,False,4.48
TKT-00193,2025-01-02 17:42:16.137206860,Technical Issue,High,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,4.91,44.45,172.16,44.45,24,True,1.0
TKT-00194,2025-01-02 17:55:18.096254812,Bug Report,High,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,7.84,56.14,123.75,56.14,24,True,1.95
TKT-00195,2025-01-02 18:08:20.055302765,Technical Issue,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,8.93,40.79,209.04,40.79,24,True,1.0
TKT-00196,2025-01-02 18:21:22.014350717,Technical Issue,High,Email,Tier 2,T2-Agent-08,Resolved,Resolved,4.87,46.76,81.32,46.76,24,True,2.05
TKT-00197,2025-01-02 18:34:23.973398669,Product Question,Medium,Email,Tier 1,T1-Agent-14,Resolved,Resolved,3.06,3.22,13.2,3.22,48,False,4.53
TKT-00198,2025-01-02 18:47:25.932446622,Feature Request,Low,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,6.32,20.66,34.5,20.66,72,False,4.15
TKT-00199,2025-01-02 19:00:27.891494574,Technical Issue,High,Email,Tier 2,T2-Agent-07,Resolved,Resolved,13.49,5.24,41.99,5.24,24,True,3.21
TKT-00200,2025-01-02 19:13:29.850542527,Account & Access,Medium,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,2.45,1.67,5.85,1.67,48,False,4.46
TKT-00201,2025-01-02 19:26:31.809590479,Bug Report,High,Email,Tier 3,T3-Agent-01,Resolved,Resolved,11.15,60.88,197.75,60.88,24,True,1.25
TKT-00202,2025-01-02 19:39:33.768638431,Security,Medium,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,24.8,21.02,35.0,21.02,48,False,3.46
TKT-00203,2025-01-02 19:52:35.727686384,Billing,High,Email,Tier 3,T3-Agent-03,Resolved,Resolved,11.74,1.67,32.17,1.67,24,True,3.49
TKT-00204,2025-01-02 20:05:37.686734336,Technical Issue,High,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,15.49,10.85,29.41,10.85,24,True,4.07
TKT-00205,2025-01-02 20:18:39.645782289,Technical Issue,High,Web Form,Tier 2,T2-Agent-03,Resolved,Resolved,25.4,106.92,195.61,106.92,24,True,1.0
TKT-00206,2025-01-02 20:31:41.604830241,Technical Issue,High,Email,Tier 2,T2-Agent-07,Resolved,Resolved,13.22,40.97,136.28,40.97,24,True,1.35
TKT-00207,2025-01-02 20:44:43.563878193,Technical Issue,Critical,Web Form,Tier 2,T2-Agent-01,Waiting for Agent,In Progress,25.14,48.67,209.16,60.1,8,True,1.0
TKT-00208,2025-01-02 20:57:45.522926146,Integration/API,High,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,5.91,3.89,43.42,3.89,24,True,3.46
TKT-00209,2025-01-02 21:10:47.481974098,Technical Issue,Medium,Email,Tier 2,T2-Agent-08,Resolved,Resolved,14.14,20.86,82.9,20.86,48,True,2.66
TKT-00210,2025-01-02 21:23:49.441022051,Billing,Medium,Email,Tier 1,T1-Agent-10,Resolved,Resolved,1.43,5.5,13.99,5.5,48,False,4.9
TKT-00211,2025-01-02 21:36:51.400070003,Integration/API,Critical,Email,Tier 2,T2-Agent-06,Resolved,Resolved,5.4,11.78,95.62,11.78,8,True,2.43
TKT-00212,2025-01-02 21:49:53.359117955,Product Question,Medium,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,0.84,1.15,7.79,1.15,48,False,5.0
TKT-00213,2025-01-02 22:02:55.318165908,Technical Issue,Low,Email,Tier 2,T2-Agent-05,Resolved,Resolved,1.1,6.34,36.39,6.34,72,False,4.39
TKT-00214,2025-01-02 22:15:57.277213860,Bug Report,Critical,Phone,Tier 3,T3-Agent-02,Resolved,Resolved,1.9,6.62,168.42,6.62,8,True,1.2
TKT-00215,2025-01-02 22:28:59.236261813,Integration/API,High,Web Form,Tier 3,T3-Agent-04,Resolved,Resolved,1.41,12.87,96.34,12.87,24,True,3.13
TKT-00216,2025-01-02 22:42:01.195309765,Integration/API,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,3.97,49.79,123.04,49.79,48,True,1.96
TKT-00217,2025-01-02 22:55:03.154357717,Technical Issue,Critical,Phone,Tier 2,T2-Agent-09,Resolved,Resolved,12.86,101.93,175.57,101.93,8,True,1.43
TKT-00218,2025-01-02 23:08:05.113405670,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,6.22,19.01,107.13,19.01,24,True,2.95
TKT-00219,2025-01-02 23:21:07.072453622,Feature Request,High,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,21.57,60.08,92.15,60.08,24,True,2.65
TKT-00220,2025-01-02 23:34:09.031501575,Account & Access,High,Email,Tier 1,T1-Agent-12,Resolved,Resolved,0.43,3.63,6.87,3.63,24,False,4.14
TKT-00221,2025-01-02 23:47:10.990549527,Account & Access,Low,Chat,Tier 1,T1-Agent-07,Waiting for Agent,Open,2.04,8.63,10.84,11.5,72,False,4.33
TKT-00222,2025-01-03 00:00:12.949597479,Billing,High,Email,Tier 1,T1-Agent-05,Resolved,Resolved,3.13,1.85,9.49,1.85,24,False,4.29
TKT-00223,2025-01-03 00:13:14.908645432,Integration/API,Medium,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,3.3,5.98,42.75,5.98,48,False,3.71
TKT-00224,2025-01-03 00:26:16.867693384,Security,Critical,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,4.59,53.14,71.39,53.14,8,True,3.25
TKT-00225,2025-01-03 00:39:18.826741337,Account & Access,High,Chat,Tier 1,T1-Agent-10,Resolved,Resolved,5.62,1.5,6.37,1.5,24,False,4.4
TKT-00226,2025-01-03 00:52:20.785789289,Feature Request,High,Phone,Tier 2,T2-Agent-01,Resolved,Resolved,7.16,8.5,82.54,8.5,24,True,2.41
TKT-00227,2025-01-03 01:05:22.744837241,Technical Issue,High,Email,Tier 2,T2-Agent-06,Resolved,Resolved,3.74,14.61,85.51,14.61,24,True,3.19
TKT-00228,2025-01-03 01:18:24.703885194,Product Question,High,Phone,Tier 1,T1-Agent-08,Resolved,Resolved,1.14,3.15,9.9,3.15,24,False,4.74
TKT-00229,2025-01-03 01:31:26.662933146,Product Question,Medium,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,1.57,2.31,3.4,2.31,48,False,4.04
TKT-00230,2025-01-03 01:44:28.621981099,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,26.39,6.02,48.53,6.02,48,True,3.03
TKT-00231,2025-01-03 01:57:30.581029051,Technical Issue,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,2.59,45.55,86.15,45.55,48,True,2.08
TKT-00232,2025-01-03 02:10:32.540077003,Billing,High,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,6.16,3.23,15.92,3.23,24,False,4.7
TKT-00233,2025-01-03 02:23:34.499124956,Security,High,Phone,Tier 3,T3-Agent-03,Resolved,Resolved,4.02,10.56,42.57,10.56,24,True,4.6
TKT-00234,2025-01-03 02:36:36.458172908,Product Question,Medium,Chat,Tier 1,T1-Agent-10,Resolved,Resolved,1.02,2.17,2.48,2.17,48,False,4.14
TKT-00235,2025-01-03 02:49:38.417220861,Feature Request,Medium,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,5.6,17.13,34.84,17.13,48,False,4.62
TKT-00236,2025-01-03 03:02:40.376268813,Bug Report,High,Phone,Tier 3,T3-Agent-02,Resolved,Resolved,1.5,59.82,117.26,59.82,24,True,2.5
TKT-00237,2025-01-03 03:15:42.335316765,Billing,Medium,Web Form,Tier 1,T1-Agent-05,Resolved,Resolved,2.58,1.71,4.55,1.71,48,False,5.0
TKT-00238,2025-01-03 03:28:44.294364718,Bug Report,Critical,Phone,Tier 3,T3-Agent-01,Resolved,Resolved,10.21,77.35,88.54,77.35,8,True,2.16
TKT-00239,2025-01-03 03:41:46.253412670,Technical Issue,High,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,15.68,18.15,90.41,18.15,24,True,2.76
TKT-00240,2025-01-03 03:54:48.212460623,Technical Issue,High,Email,Tier 2,T2-Agent-05,Resolved,Resolved,21.02,45.32,68.66,45.32,24,True,3.15
TKT-00241,2025-01-03 04:07:50.171508575,Bug Report,Critical,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,6.99,28.44,65.01,28.44,8,True,2.87
TKT-00242,2025-01-03 04:20:52.130556527,Bug Report,Medium,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,4.37,21.92,48.12,21.92,48,True,2.72
TKT-00243,2025-01-03 04:33:54.089604480,Technical Issue,Medium,Email,Tier 2,T2-Agent-06,Resolved,Resolved,11.73,7.02,53.53,7.02,48,True,2.81
TKT-00244,2025-01-03 04:46:56.048652432,Product Question,Medium,Email,Tier 1,T1-Agent-03,Resolved,Resolved,0.46,0.33,7.51,0.33,48,False,5.0
TKT-00245,2025-01-03 04:59:58.007700385,Product Question,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,0.19,5.02,7.91,5.02,48,False,4.49
TKT-00246,2025-01-03 05:12:59.966748337,Feature Request,Low,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,1.72,8.94,30.26,8.94,72,False,3.71
TKT-00247,2025-01-03 05:26:01.925796289,Product Question,Low,Web Form,Tier 1,T1-Agent-05,Resolved,Resolved,0.74,1.64,6.01,1.64,72,False,5.0
TKT-00248,2025-01-03 05:39:03.884844242,Billing,Medium,Web Form,Tier 1,T1-Agent-02,Waiting for Agent,In Progress,4.38,4.9,13.64,18.34,48,False,5.0
TKT-00249,2025-01-03 05:52:05.843892194,Account & Access,Low,Email,Tier 1,T1-Agent-12,Resolved,Resolved,1.46,3.59,22.67,3.59,72,False,4.01
TKT-00250,2025-01-03 06:05:07.802940147,Billing,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,2.14,2.62,5.57,2.62,48,False,5.0
TKT-00251,2025-01-03 06:18:09.761988099,Integration/API,High,Email,Tier 2,T2-Agent-07,Resolved,Resolved,11.21,30.7,78.61,30.7,24,True,3.09
TKT-00252,2025-01-03 06:31:11.721036051,Feature Request,High,Web Form,Tier 2,T2-Agent-09,Waiting for Agent,In Progress,25.66,42.38,102.43,50.57,24,True,2.18
TKT-00253,2025-01-03 06:44:13.680084004,Billing,Medium,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,1.7,7.46,16.6,7.46,48,False,4.06
TKT-00254,2025-01-03 06:57:15.639131956,Account & Access,Low,Web Form,Tier 1,T1-Agent-03,Triage,Open,0.58,1.2,3.39,38.05,72,False,5.0
TKT-00255,2025-01-03 07:10:17.598179909,Technical Issue,Low,Email,Tier 2,T2-Agent-03,Resolved,Resolved,5.13,6.61,86.76,6.61,72,True,2.54
TKT-00256,2025-01-03 07:23:19.557227861,Integration/API,Medium,Web Form,Tier 3,T3-Agent-04,Resolved,Resolved,14.85,27.92,123.04,27.92,48,True,1.6
TKT-00257,2025-01-03 07:36:21.516275813,Bug Report,Critical,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,7.53,22.64,163.88,22.64,8,True,2.0
TKT-00258,2025-01-03 07:49:23.475323766,Technical Issue,Medium,Phone,Tier 2,T2-Agent-01,Waiting for Agent,Open,17.5,18.45,62.26,46.47,48,True,2.92
TKT-00259,2025-01-03 08:02:25.434371718,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,9.61,11.98,53.57,11.98,48,True,3.67
TKT-00260,2025-01-03 08:15:27.393419670,Product Question,High,Chat,Tier 1,T1-Agent-09,Resolved,Resolved,7.79,8.53,17.76,8.53,24,False,4.74
TKT-00261,2025-01-03 08:28:29.352467623,Technical Issue,High,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,3.23,48.01,63.76,48.01,24,True,3.37
TKT-00262,2025-01-03 08:41:31.311515575,Bug Report,Medium,Email,Tier 3,T3-Agent-02,Resolved,Resolved,2.66,39.06,73.89,39.06,48,True,3.43
TKT-00263,2025-01-03 08:54:33.270563528,Account & Access,Medium,Web Form,Tier 1,T1-Agent-09,Resolved,Resolved,0.19,1.62,5.3,1.62,48,False,5.0
TKT-00264,2025-01-03 09:07:35.229611480,Technical Issue,High,Web Form,Tier 2,T2-Agent-03,Resolved,Resolved,5.06,6.62,25.74,6.62,24,True,4.4
TKT-00265,2025-01-03 09:20:37.188659432,Feature Request,Medium,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,2.79,18.9,23.31,18.9,48,False,4.17
TKT-00266,2025-01-03 09:33:39.147707385,Technical Issue,Critical,Email,Tier 2,T2-Agent-06,Resolved,Resolved,7.84,19.64,75.58,19.64,8,True,2.46
TKT-00267,2025-01-03 09:46:41.106755337,Account & Access,Low,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,1.5,12.66,16.64,12.66,72,False,4.56
TKT-00268,2025-01-03 09:59:43.065803290,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,0.93,56.04,94.64,56.04,24,True,3.16
TKT-00269,2025-01-03 10:12:45.024851242,Technical Issue,Low,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,6.03,39.44,85.26,39.44,72,True,2.48
TKT-00270,2025-01-03 10:25:46.983899194,Technical Issue,Medium,Phone,Tier 2,T2-Agent-03,Resolved,Resolved,3.67,32.26,49.75,32.26,48,True,3.4
TKT-00271,2025-01-03 10:38:48.942947147,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,16.36,137.28,241.78,137.28,24,True,1.0
TKT-00272,2025-01-03 10:51:50.901995099,Technical Issue,High,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,22.4,26.55,59.18,26.55,24,True,3.08
TKT-00273,2025-01-03 11:04:52.861043052,Technical Issue,Low,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,5.47,5.39,51.39,5.39,72,False,4.56
TKT-00274,2025-01-03 11:17:54.820091004,Product Question,Low,Web Form,Tier 1,T1-Agent-06,Resolved,Resolved,0.92,0.88,3.53,0.88,72,False,5.0
TKT-00275,2025-01-03 11:30:56.779138956,Integration/API,High,Email,Tier 2,T2-Agent-08,Resolved,Resolved,8.51,33.83,102.62,33.83,24,True,2.08
TKT-00276,2025-01-03 11:43:58.738186909,Account & Access,Low,Phone,Tier 1,T1-Agent-11,Resolved,Resolved,3.14,3.54,10.38,3.54,72,False,4.76
TKT-00277,2025-01-03 11:57:00.697234861,Account & Access,Medium,Phone,Tier 1,T1-Agent-06,Resolved,Resolved,3.74,1.87,7.89,1.87,48,False,4.88
TKT-00278,2025-01-03 12:10:02.656282814,Billing,Low,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,4.64,3.62,12.79,3.62,72,False,4.4
TKT-00279,2025-01-03 12:23:04.615330766,Feature Request,Low,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,2.21,2.11,23.73,2.11,72,False,4.43
TKT-00280,2025-01-03 12:36:06.574378718,Bug Report,Critical,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,6.75,26.91,35.0,26.91,8,True,3.26
TKT-00281,2025-01-03 12:49:08.533426671,Technical Issue,Low,Email,Tier 2,T2-Agent-03,Resolved,Resolved,10.07,3.18,48.77,3.18,72,False,4.35
TKT-00282,2025-01-03 13:02:10.492474623,Technical Issue,High,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,7.25,8.16,140.38,8.16,24,True,1.28
TKT-00283,2025-01-03 13:15:12.451522576,Technical Issue,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,3.39,106.55,166.99,106.55,24,True,1.38
TKT-00284,2025-01-03 13:28:14.410570528,Account & Access,Low,Email,Tier 1,T1-Agent-14,Resolved,Resolved,1.18,0.91,3.81,0.91,72,False,4.44
TKT-00285,2025-01-03 13:41:16.369618480,Product Question,Medium,Email,Tier 3,T3-Agent-05,Resolved,Resolved,7.03,2.58,39.43,2.58,48,False,3.56
TKT-00286,2025-01-03 13:54:18.328666433,Billing,Medium,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,6.26,7.73,20.5,7.73,48,False,3.93
TKT-00287,2025-01-03 14:07:20.287714385,Technical Issue,High,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,22.64,52.68,209.41,52.68,24,True,1.0
TKT-00288,2025-01-03 14:20:22.246762338,Account & Access,High,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,4.81,7.36,11.69,7.36,24,False,5.0
TKT-00289,2025-01-03 14:33:24.205810290,Product Question,High,Email,Tier 1,T1-Agent-03,Resolved,Resolved,2.35,9.02,9.69,9.02,24,False,4.54
TKT-00290,2025-01-03 14:46:26.164858242,Technical Issue,Medium,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,4.86,18.99,48.75,18.99,48,True,3.36
TKT-00291,2025-01-03 14:59:28.123906195,Bug Report,Critical,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,24.6,24.17,132.54,24.17,8,True,1.52
TKT-00292,2025-01-03 15:12:30.082954147,Technical Issue,High,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,5.13,7.21,49.04,7.21,24,True,3.35
TKT-00293,2025-01-03 15:25:32.042002100,Feature Request,Medium,Email,Tier 2,T2-Agent-05,Resolved,Resolved,9.5,10.34,54.41,10.34,48,True,3.16
TKT-00294,2025-01-03 15:38:34.001050052,Technical Issue,Medium,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,7.63,29.83,81.26,29.83,48,True,2.29
TKT-00295,2025-01-03 15:51:35.960098004,Bug Report,Medium,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,2.8,23.2,93.25,23.2,48,True,2.46
TKT-00296,2025-01-03 16:04:37.919145957,Feature Request,Medium,Phone,Tier 3,T3-Agent-03,Resolved,Resolved,6.08,2.16,28.17,2.16,48,False,3.91
TKT-00297,2025-01-03 16:17:39.878193909,Security,High,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,14.94,30.3,67.9,30.3,24,True,3.2
TKT-00298,2025-01-03 16:30:41.837241862,Bug Report,Critical,Email,Tier 3,T3-Agent-03,Resolved,Resolved,1.45,14.15,28.12,14.15,8,True,3.96
TKT-00299,2025-01-03 16:43:43.796289814,Bug Report,Critical,Email,Tier 3,T3-Agent-04,Resolved,Resolved,7.03,9.85,77.09,9.85,8,True,3.13
TKT-00300,2025-01-03 16:56:45.755337766,Product Question,Low,Email,Tier 1,T1-Agent-10,Resolved,Resolved,1.59,0.21,4.89,0.21,72,False,4.21
TKT-00301,2025-01-03 17:09:47.714385719,Bug Report,Critical,Email,Tier 3,T3-Agent-02,Resolved,Resolved,10.2,51.77,199.11,51.77,8,True,1.0
TKT-00302,2025-01-03 17:22:49.673433671,Technical Issue,High,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,6.66,3.89,48.86,3.89,24,True,3.77
TKT-00303,2025-01-03 17:35:51.632481624,Product Question,Medium,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,4.05,17.4,68.38,17.4,48,True,2.77
TKT-00304,2025-01-03 17:48:53.591529576,Product Question,High,Email,Tier 1,T1-Agent-02,Resolved,Resolved,1.59,1.87,12.91,1.87,24,False,4.23
TKT-00305,2025-01-03 18:01:55.550577528,Bug Report,High,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,4.31,19.29,82.94,19.29,24,True,2.95
TKT-00306,2025-01-03 18:14:57.509625481,Billing,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,3.97,3.63,6.25,3.63,48,False,3.71
TKT-00307,2025-01-03 18:27:59.468673433,Account & Access,Low,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,3.0,1.46,5.4,1.46,72,False,5.0
TKT-00308,2025-01-03 18:41:01.427721386,Product Question,Medium,Email,Tier 1,T1-Agent-13,Resolved,Resolved,0.74,0.55,2.9,0.55,48,False,4.68
TKT-00309,2025-01-03 18:54:03.386769338,Account & Access,High,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,2.93,1.88,2.73,1.88,24,False,4.08
TKT-00310,2025-01-03 19:07:05.345817290,Technical Issue,Medium,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,9.71,24.19,90.1,24.19,48,True,2.52
TKT-00311,2025-01-03 19:20:07.304865243,Billing,Low,Email,Tier 1,T1-Agent-03,Resolved,Resolved,0.59,2.17,11.87,2.17,72,False,5.0
TKT-00312,2025-01-03 19:33:09.263913195,Billing,Medium,Email,Tier 1,T1-Agent-02,Resolved,Resolved,2.28,10.66,17.36,10.66,48,False,3.94
TKT-00313,2025-01-03 19:46:11.222961148,Technical Issue,High,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,3.35,102.21,170.78,102.21,24,True,1.42
TKT-00314,2025-01-03 19:59:13.182009100,Account & Access,Medium,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,0.59,5.84,12.68,5.84,48,False,4.25
TKT-00315,2025-01-03 20:12:15.141057052,Account & Access,High,Phone,Tier 1,T1-Agent-12,Resolved,Resolved,2.08,24.77,25.78,24.77,24,True,3.17
TKT-00316,2025-01-03 20:25:17.100105005,Account & Access,Medium,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,0.46,4.99,15.47,4.99,48,False,3.91
TKT-00317,2025-01-03 20:38:19.059152957,Account & Access,High,Email,Tier 1,T1-Agent-10,Resolved,Resolved,2.38,2.19,15.51,2.19,24,False,4.88
TKT-00318,2025-01-03 20:51:21.018200910,Integration/API,High,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,8.11,18.65,61.94,18.65,24,True,2.62
TKT-00319,2025-01-03 21:04:22.977248862,Account & Access,Medium,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,2.25,1.68,5.58,1.68,48,False,4.7
TKT-00320,2025-01-03 21:17:24.936296814,Security,Medium,Email,Tier 3,T3-Agent-02,Resolved,Resolved,1.79,38.21,208.42,38.21,48,True,1.0
TKT-00321,2025-01-03 21:30:26.895344767,Feature Request,Medium,Email,Tier 2,T2-Agent-01,Resolved,Resolved,1.73,10.24,17.14,10.24,48,False,4.79
TKT-00322,2025-01-03 21:43:28.854392719,Billing,High,Web Form,Tier 1,T1-Agent-12,Resolved,Resolved,11.11,5.68,29.77,5.68,24,True,3.7
